query_id	hit_id	cobertura_query	cobertura_hit	porcentaje_identidad
VFG037273(gb|WP_001281554)	NC_002745.2_prot_WP_000737162.1_673	77.05223880597015	76.05893186003682	19.128329297820823
VFG037274(gb|WP_001281538)	NC_002745.2_prot_WP_001064825.1_2401	99.06716417910447	90.45996592844975	25.04708097928437
VFG037274(gb|WP_001281538)	NC_002745.2_prot_WP_000486487.1_2400	92.53731343283582	85.96187175043327	22.379032258064516
VFG037274(gb|WP_001281538)	NC_002745.2_prot_WP_000737162.1_673	77.79850746268657	76.79558011049724	20.14388489208633
VFG037275(gb|YP_001085399)	0	0.0	0.0	0.0
VFG037277(gb|WP_031967279)	NC_002745.2_prot_WP_001064825.1_2401	100.75901328273244	90.45996592844975	25.04708097928437
VFG037277(gb|WP_031967279)	NC_002745.2_prot_WP_000486487.1_2400	94.11764705882352	85.96187175043327	22.379032258064516
VFG037277(gb|WP_031967279)	NC_002745.2_prot_WP_000737162.1_673	79.12713472485768	76.79558011049724	20.14388489208633
VFG037278(gb|WP_139161447)	NC_002745.2_prot_WP_001064825.1_2401	100.56925996204933	90.28960817717207	24.90566037735849
VFG037278(gb|WP_139161447)	NC_002745.2_prot_WP_000486487.1_2400	93.7381404174573	85.6152512998267	21.65991902834008
VFG037278(gb|WP_139161447)	NC_002745.2_prot_WP_000737162.1_673	79.12713472485768	76.79558011049724	19.904076738609113
VFG037280(gb|WP_001281545)	NC_002745.2_prot_WP_001064825.1_2401	98.88059701492537	90.28960817717207	25.660377358490567
VFG037280(gb|WP_001281545)	NC_002745.2_prot_WP_000486487.1_2400	91.6044776119403	85.09532062391682	21.9959266802444
VFG037280(gb|WP_001281545)	NC_002745.2_prot_WP_000817954.1_631	88.61940298507463	82.6086956521739	22.105263157894736
VFG037280(gb|WP_001281545)	NC_002745.2_prot_WP_000737162.1_673	76.86567164179104	75.87476979742172	19.41747572815534
VFG037288(gb|WP_000603876)	0	0.0	0.0	0.0
VFG037286(gb|WP_000603880)	0	0.0	0.0	0.0
VFG037289(gb|YP_001085400)	0	0.0	0.0	0.0
VFG037292(gb|WP_000603878)	0	0.0	0.0	0.0
VFG037294(gb|WP_000603864)	0	0.0	0.0	0.0
VFG037302(gb|WP_001018264)	0	0.0	0.0	0.0
VFG037300(gb|WP_001018265)	0	0.0	0.0	0.0
VFG037303(gb|YP_001085401)	0	0.0	0.0	0.0
VFG037306(gb|WP_001018266)	0	0.0	0.0	0.0
VFG037308(gb|WP_001018257)	0	0.0	0.0	0.0
VFG037313(gb|WP_000744364)	NC_002745.2_prot_WP_001008400.1_229	92.98892988929889	100.59880239520957	25.0
VFG037313(gb|WP_000744364)	NC_002745.2_prot_WP_001172341.1_2595	90.40590405904058	92.10526315789474	24.693877551020407
VFG037313(gb|WP_000744364)	NC_002745.2_prot_WP_000862095.1_1665	92.43542435424355	88.20422535211267	23.15369261477046
VFG037313(gb|WP_000744364)	NC_002745.2_prot_WP_000129659.1_842	94.8339483394834	105.97938144329898	22.17898832684825
VFG037313(gb|WP_000744364)	NC_002745.2_prot_WP_000605281.1_172	98.8929889298893	22.417398578000835	23.507462686567166
VFG037314(gb|WP_000744369)	NC_002745.2_prot_WP_001008400.1_229	92.98892988929889	100.59880239520957	24.206349206349206
VFG037314(gb|WP_000744369)	NC_002745.2_prot_WP_001172341.1_2595	90.40590405904058	92.10526315789474	24.489795918367346
VFG037314(gb|WP_000744369)	NC_002745.2_prot_WP_000862095.1_1665	92.43542435424355	88.20422535211267	22.954091816367264
VFG037314(gb|WP_000744369)	NC_002745.2_prot_WP_000129659.1_842	94.8339483394834	105.97938144329898	21.595330739299612
VFG037314(gb|WP_000744369)	NC_002745.2_prot_WP_000605281.1_172	97.41697416974169	22.082810539523212	24.242424242424242
VFG037315(gb|WP_000744371)	NC_002745.2_prot_WP_001008400.1_229	92.98892988929889	100.59880239520957	24.206349206349206
VFG037315(gb|WP_000744371)	NC_002745.2_prot_WP_001172341.1_2595	90.40590405904058	92.10526315789474	24.489795918367346
VFG037315(gb|WP_000744371)	NC_002745.2_prot_WP_000862095.1_1665	92.43542435424355	88.20422535211267	22.954091816367264
VFG037315(gb|WP_000744371)	NC_002745.2_prot_WP_000129659.1_842	94.8339483394834	105.97938144329898	21.595330739299612
VFG037315(gb|WP_000744371)	NC_002745.2_prot_WP_000605281.1_172	97.41697416974169	22.082810539523212	24.242424242424242
VFG037316(gb|WP_000744381)	NC_002745.2_prot_WP_001008400.1_229	92.98892988929889	100.59880239520957	25.0
VFG037316(gb|WP_000744381)	NC_002745.2_prot_WP_001172341.1_2595	90.40590405904058	92.10526315789474	24.693877551020407
VFG037316(gb|WP_000744381)	NC_002745.2_prot_WP_000862095.1_1665	92.43542435424355	88.20422535211267	23.15369261477046
VFG037316(gb|WP_000744381)	NC_002745.2_prot_WP_000129659.1_842	94.8339483394834	105.97938144329898	22.17898832684825
VFG037316(gb|WP_000744381)	NC_002745.2_prot_WP_000605281.1_172	98.8929889298893	22.417398578000835	23.507462686567166
VFG037317(gb|YP_001085402)	NC_002745.2_prot_WP_001008400.1_229	97.46588693957115	99.8003992015968	24.8
VFG037317(gb|YP_001085402)	NC_002745.2_prot_WP_001172341.1_2595	95.51656920077973	92.10526315789474	24.693877551020407
VFG037317(gb|YP_001085402)	NC_002745.2_prot_WP_000862095.1_1665	97.6608187134503	88.20422535211267	22.954091816367264
VFG037317(gb|YP_001085402)	NC_002745.2_prot_WP_000129659.1_842	100.77972709551656	106.5979381443299	21.663442940038685
VFG037317(gb|YP_001085402)	NC_002745.2_prot_WP_001100835.1_561	74.46393762183236	83.4061135371179	21.20418848167539
VFG037320(gb|WP_020753358)	NC_002745.2_prot_WP_001008400.1_229	92.25092250922509	99.8003992015968	25.0
VFG037320(gb|WP_020753358)	NC_002745.2_prot_WP_001172341.1_2595	90.40590405904058	92.10526315789474	24.897959183673468
VFG037320(gb|WP_020753358)	NC_002745.2_prot_WP_000862095.1_1665	92.43542435424355	88.20422535211267	23.15369261477046
VFG037320(gb|WP_020753358)	NC_002745.2_prot_WP_000129659.1_842	94.8339483394834	105.97938144329898	21.595330739299612
VFG037320(gb|WP_020753358)	NC_002745.2_prot_WP_000605281.1_172	97.23247232472325	22.040987034713506	23.52941176470588
VFG037322(gb|WP_000744367)	NC_002745.2_prot_WP_001008400.1_229	92.25092250922509	99.8003992015968	25.0
VFG037322(gb|WP_000744367)	NC_002745.2_prot_WP_001172341.1_2595	90.40590405904058	92.10526315789474	24.693877551020407
VFG037322(gb|WP_000744367)	NC_002745.2_prot_WP_000862095.1_1665	92.25092250922509	88.02816901408451	22.8
VFG037322(gb|WP_000744367)	NC_002745.2_prot_WP_000129659.1_842	94.8339483394834	105.97938144329898	21.40077821011673
VFG037322(gb|WP_000744367)	NC_002745.2_prot_WP_000605281.1_172	97.23247232472325	22.040987034713506	23.52941176470588
VFG037330(gb|WP_001177743)	0	0.0	0.0	0.0
VFG037328(gb|WP_001177728)	0	0.0	0.0	0.0
VFG037329(gb|WP_001177727)	0	0.0	0.0	0.0
VFG037331(gb|YP_001085404)	0	0.0	0.0	0.0
VFG037333(gb|WP_138140467)	0	0.0	0.0	0.0
VFG037334(gb|WP_086225834)	0	0.0	0.0	0.0
VFG037336(gb|WP_001177738)	0	0.0	0.0	0.0
VFG037339(gb|YP_005799710)	0	0.0	0.0	0.0
VFG037344(gb|WP_000717759)	0	0.0	0.0	0.0
VFG037342(gb|WP_000717756)	0	0.0	0.0	0.0
VFG037345(gb|YP_001085405)	0	0.0	0.0	0.0
VFG037348(gb|WP_000717757)	0	0.0	0.0	0.0
VFG037350(gb|WP_000717753)	0	0.0	0.0	0.0
VFG037355(gb|WP_001073031)	0	0.0	0.0	0.0
VFG037356(gb|WP_001016286)	0	0.0	0.0	0.0
VFG037357(gb|WP_001016285)	0	0.0	0.0	0.0
VFG037358(gb|WP_001073030)	0	0.0	0.0	0.0
VFG037359(gb|YP_001085406)	0	0.0	0.0	0.0
VFG037362(gb|WP_020753359)	0	0.0	0.0	0.0
VFG037364(gb|WP_043961076)	0	0.0	0.0	0.0
VFG037372(gb|WP_001104139)	NC_002745.2_prot_WP_000754443.1_728	84.78260869565217	79.82456140350878	28.93772893772894
VFG037372(gb|WP_001104139)	NC_002745.2_prot_WP_001081351.1_947	98.13664596273291	99.05956112852664	25.949367088607595
VFG037372(gb|WP_001104139)	NC_002745.2_prot_WP_001214661.1_2138	100.62111801242236	99.08256880733946	26.234567901234566
VFG037370(gb|WP_001104131)	NC_002745.2_prot_WP_000754443.1_728	84.78260869565217	79.82456140350878	29.304029304029307
VFG037370(gb|WP_001104131)	NC_002745.2_prot_WP_001081351.1_947	98.13664596273291	99.05956112852664	25.949367088607595
VFG037370(gb|WP_001104131)	NC_002745.2_prot_WP_001214661.1_2138	99.68944099378882	98.1651376146789	25.54517133956386
VFG037373(gb|YP_001085407)	NC_002745.2_prot_WP_000754443.1_728	100.0	75.73099415204678	29.72972972972973
VFG037373(gb|YP_001085407)	NC_002745.2_prot_WP_001214661.1_2138	103.08880308880308	81.65137614678899	26.217228464419474
VFG037373(gb|YP_001085407)	NC_002745.2_prot_WP_001081351.1_947	100.0	81.19122257053291	24.324324324324326
VFG037376(gb|WP_001104132)	NC_002745.2_prot_WP_000754443.1_728	84.78260869565217	79.82456140350878	29.304029304029307
VFG037376(gb|WP_001104132)	NC_002745.2_prot_WP_001081351.1_947	96.58385093167702	97.4921630094044	26.04501607717042
VFG037376(gb|WP_001104132)	NC_002745.2_prot_WP_001214661.1_2138	99.68944099378882	98.1651376146789	26.479750778816197
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000616840.1_727	98.046875	99.2094861660079	49.40239043824701
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_001080809.1_635	92.578125	89.43396226415095	42.616033755274266
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_001213908.1_1483	92.578125	90.80459770114942	31.645569620253166
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000590809.1_1793	94.140625	100.41666666666667	30.29045643153527
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000911017.1_307	89.0625	101.33333333333334	30.263157894736842
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000078092.1_136	90.234375	89.88326848249028	30.735930735930733
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000433551.1_1011	88.28125	62.08791208791209	32.30088495575221
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000589248.1_711	84.375	66.46153846153847	29.629629629629626
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000818915.1_208	87.109375	61.09589041095891	30.493273542600896
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000571207.1_814	101.5625	76.24633431085044	30.0
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000948974.1_2420	84.375	52.94117647058824	27.314814814814813
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000389658.1_2187	90.234375	85.87360594795538	27.705627705627705
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000598772.1_2436	96.09375	98.79518072289156	31.300813008130078
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000615461.1_2381	96.09375	101.23456790123457	26.422764227642276
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000154162.1_2694	88.671875	90.07936507936508	25.55066079295154
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000817954.1_631	90.234375	40.17391304347826	27.27272727272727
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000571167.1_943	82.03125	98.59154929577466	32.38095238095238
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000593436.1_1240	89.453125	75.82781456953643	25.76419213973799
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000524830.1_2309	83.984375	71.90635451505017	26.51162790697674
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000216874.1_1772	84.375	87.8048780487805	27.314814814814813
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000894464.1_621	92.96875	96.35627530364373	26.47058823529412
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000960712.1_197	83.984375	89.58333333333334	28.37209302325581
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000590854.1_165	83.984375	87.39837398373984	25.116279069767444
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000985996.1_649	89.0625	90.11857707509881	28.07017543859649
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000486487.1_2400	90.234375	40.03466204506066	29.004329004329005
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000155386.1_2186	80.46875	72.02797202797203	27.184466019417474
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000991306.1_1877	89.0625	76.51006711409396	25.877192982456144
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000525106.1_709	91.015625	37.16108452950559	28.32618025751073
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000525106.1_709	85.546875	34.92822966507177	24.65753424657534
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000942303.1_1315	92.578125	44.46529080675422	27.42616033755274
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000079447.1_1309	95.3125	86.21908127208481	26.639344262295083
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000571259.1_1301	84.765625	93.13304721030042	28.57142857142857
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000067352.1_200	87.890625	42.45283018867924	24.0
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000067352.1_200	86.328125	41.69811320754717	25.339366515837103
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000597238.1_1804	87.5	38.75432525951557	29.017857142857146
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000923760.1_2616	95.3125	97.21115537848605	25.81967213114754
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000913024.1_2244	75.0	95.52238805970148	27.083333333333332
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000786734.1_898	83.59375	68.370607028754	26.168224299065418
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000052315.1_1302	87.5	87.15953307392996	23.214285714285715
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000921965.1_988	83.59375	45.92274678111588	23.364485981308412
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000921965.1_988	85.9375	47.21030042918455	27.27272727272727
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000763043.1_1875	84.765625	74.82758620689656	24.42396313364055
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000569281.1_444	92.1875	69.20821114369502	25.423728813559322
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000602057.1_1998	85.15625	33.95638629283489	27.06422018348624
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000602057.1_1998	104.296875	41.58878504672897	26.217228464419474
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000173871.1_2437	90.625	85.60885608856088	25.0
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000538625.1_2490	97.265625	107.79220779220779	25.301204819277107
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000857598.1_674	89.453125	41.11310592459605	25.327510917030565
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000140050.1_897	83.59375	59.44444444444444	25.70093457943925
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_001067052.1_901	86.71875	67.6829268292683	23.873873873873876
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000570070.1_276	82.421875	96.34703196347031	26.066350710900476
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000138654.1_2678	80.859375	36.31578947368421	26.570048309178745
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000138654.1_2678	84.375	37.89473684210527	28.240740740740737
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000571407.1_192	88.671875	100.44247787610618	26.431718061674008
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000427767.1_902	79.6875	62.57668711656442	24.509803921568626
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000908182.1_2115	102.34375	100.76923076923077	25.190839694656486
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000923526.1_2428	83.984375	97.72727272727273	22.325581395348838
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_001064825.1_2401	78.125	34.07155025553663	26.5
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_001103231.1_625	85.15625	82.57575757575758	24.770642201834864
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000209551.1_350	87.5	80.0	25.44642857142857
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_001229920.1_2327	83.984375	97.28506787330316	24.186046511627907
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000737162.1_673	94.140625	44.38305709023941	22.821576763485478
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000773921.1_2502	72.65625	88.15165876777252	23.655913978494624
VFG037386(gb|WP_000582115)	NC_002745.2_prot_WP_000168845.1_819	91.40625	92.4901185770751	23.931623931623932
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000616840.1_727	98.046875	99.2094861660079	49.00398406374502
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_001080809.1_635	92.578125	89.43396226415095	42.616033755274266
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_001213908.1_1483	92.578125	90.80459770114942	31.645569620253166
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000590809.1_1793	94.140625	100.41666666666667	30.29045643153527
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000078092.1_136	90.234375	89.88326848249028	30.735930735930733
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000911017.1_307	89.0625	101.33333333333334	30.263157894736842
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000433551.1_1011	88.28125	62.08791208791209	32.30088495575221
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000589248.1_711	84.375	66.46153846153847	29.629629629629626
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000571207.1_814	101.5625	76.24633431085044	30.0
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000818915.1_208	87.109375	61.09589041095891	30.493273542600896
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000948974.1_2420	84.375	52.94117647058824	27.314814814814813
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000615461.1_2381	95.703125	100.8230452674897	26.122448979591837
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000598772.1_2436	96.09375	98.79518072289156	31.300813008130078
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000817954.1_631	90.234375	40.17391304347826	27.27272727272727
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000571167.1_943	82.03125	98.59154929577466	32.38095238095238
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000154162.1_2694	88.671875	90.07936507936508	25.11013215859031
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000389658.1_2187	90.234375	85.87360594795538	27.27272727272727
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000894464.1_621	92.96875	96.35627530364373	26.47058823529412
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000593436.1_1240	89.453125	75.82781456953643	25.76419213973799
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000524830.1_2309	83.984375	71.90635451505017	26.51162790697674
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000216874.1_1772	84.765625	88.21138211382113	27.64976958525346
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000960712.1_197	83.984375	89.58333333333334	28.37209302325581
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000590854.1_165	83.984375	87.39837398373984	25.116279069767444
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000486487.1_2400	89.0625	39.51473136915078	28.07017543859649
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000155386.1_2186	80.46875	72.02797202797203	27.184466019417474
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000985996.1_649	88.671875	89.72332015810277	28.193832599118945
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000525106.1_709	91.015625	37.16108452950559	28.32618025751073
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000525106.1_709	85.546875	34.92822966507177	24.65753424657534
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000079447.1_1309	95.3125	86.21908127208481	26.639344262295083
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000571259.1_1301	84.765625	93.13304721030042	28.57142857142857
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000942303.1_1315	92.578125	44.46529080675422	27.42616033755274
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000067352.1_200	87.890625	42.45283018867924	24.0
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000067352.1_200	86.328125	41.69811320754717	25.339366515837103
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000991306.1_1877	89.0625	76.51006711409396	25.438596491228072
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000597238.1_1804	87.5	38.75432525951557	29.017857142857146
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000923760.1_2616	95.3125	97.21115537848605	25.81967213114754
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000786734.1_898	83.59375	68.370607028754	26.168224299065418
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000913024.1_2244	75.0	95.52238805970148	27.083333333333332
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000052315.1_1302	87.5	87.15953307392996	23.214285714285715
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000763043.1_1875	84.765625	74.82758620689656	24.42396313364055
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000569281.1_444	92.1875	69.20821114369502	25.423728813559322
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000921965.1_988	83.59375	45.92274678111588	23.364485981308412
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000921965.1_988	85.9375	47.21030042918455	27.27272727272727
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000602057.1_1998	85.15625	33.95638629283489	27.06422018348624
VFG037384(gb|WP_000582117)	NC_002745.2_prot_WP_000602057.1_1998	104.296875	41.58878504672897	26.217228464419474
